total_path,text,emotion
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F001.wav,"안녕하세요 팀장님.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F002.wav,"회의 시작 전이죠?
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F003.wav,"조금 섭섭해서 찾아왔어요. 이번 환경 단체 프로젝트에서 저 빼고 다른 분하고 파트너 짜셨다면서요.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F004.wav,"전 차인 거네요.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F005.wav,"웃자고 한 얘기에요. 근데 그 아이디어라는 게 뭐죠?
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F006.wav,"뭐 이리 깐깐하실까. 어차피 환경 프로젝트가 시작되면 회사 사람들은 다 아는 아이디어인데 굳이 감추실 필욘 없잖아요.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F007.wav,"아 아 그건 뭐랄까 음 아쉬움? 그래요 아쉬움.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F008.wav,"우리 회사에서 제일 잘나가는 팀장님과 새로운 TF 팀을 꾸려서 능력을 인정받고 싶었는데 그걸 못하게 됐으니까요 도대체 어떤 아이디어길래 날 빼고 추진 추진하려는 걸까요? 뭐 이런 아쉬움인 거죠.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F009.wav,"팀장님 말씀이 좀 (지나치신 것 같은데)
",3
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F010.wav,"알겠습니다. 그럼 하나만 묻고 싶네요. 제 아이디어는 왜 발탁이 안된 건가요? 남의 아이디어가 더 뛰어나서 그랬다 뭐 이런 식의 뻔한 답변은 안 해주실 거라 믿습니다.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F011.wav,"저를 발전 시키고 싶으니깐요.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F012.wav,"너무 공격적으로 생각하시는 것 아닌가요? 저도 고민하고 심사숙고해서 낸 아이디어인데 뭐가 문제였는지 뭐가 부족했는지 물어볼 순 있진 않나요?
",3
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F013.wav,"개인적인 감정인가요?
",3
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F014.wav,"(그리고+아니) 지금 오타 때문에 아이디어를 탈락 시켰다구요? 가장 좋은 아이디어를 오타 때문에?
",3
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F015.wav,"그야 환경 단체와 지속적으로 이야기를 나누며 그게.
",0
./KEMDy19/wav/Session01/Sess01_script03/Sess01_script03_F016.wav,"(있겠습니까+아니) 그래도.
",3
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F001.wav,"네 이유진입니다.
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F002.wav,"아 원래 인서울권 대학에 합격했지만 집안 (사정으로)
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F003.wav,"네 (감사합니다)
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F004.wav,"o/ 아 그게 아무래도 학업에 뜻한 바가 있어서 늦게까지 공부를 하게 (됐습니다)
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F005.wav,"취미요? 아 요즘 유튜브 영상을 찍고 있습니다.
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F006.wav,"아 아니오. 패션 쪽에서 관심이 있어서 옷 코디하는 방법을 n/ 찍어서 올리고 있습니다.
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F007.wav,"그게 음 80점 정도 주고 싶습니다. o/
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F008.wav,"네? 어째서.
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F009.wav,"네.
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F010.wav,"네? 아뇨 없습니다.
",2
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F011.wav,"아니 그런 얘긴 좀 .
",3
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F012.wav,"b/ 회사 다닐 때 했습니다.
",3
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F013.wav,"예?
",2
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F014.wav,"설마.
",2
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F015.wav,"(했다+사랑을) 했다요?
",2
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F016.wav,"네? n/ 지금 여기서 춤추고 노래하라구요?
",2
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F017.wav,"아 아닙니다. 하겠습니다. o/ 사랑을 했다 우리가 만나. 지우지 하. o/
",0
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F018.wav,"원래 면접을 이런 식으로 봐요?
",3
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F019.wav,"신성? 신성 좋아하고 있네. 이력서 한 줄 채우려고 내가 특기를 좀 과장되게 썼지만 그렇다고 이걸 이런 식으로 엮는 게 오히려 이상한 신성모독 아닌가요? 당신들 습관인 거 같은데 가뜩이나 취직 안 돼서 괴로워 죽겠는데, 사람 갖고 놀아?
",3
./KEMDy19/wav/Session01/Sess01_script04/Sess01_script04_F020.wav,"아무리 약자라고 기본적으로 인간적인 대우를 해줘야 될 거 아냐. o/ 시간 때우려고 니들 심심풀이 땅콩으로 채우려고 지원자 갖고 놀지 말라구.
",3
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F001.wav,"o/ N/ 뭐 뭐가 그렇게 (재밌어)
",0
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F002.wav,"o/ N/ 요 앞 마트.
",0
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F003.wav,"거기 마트 생긴 지 두 달이 넘었어. 그것도 몰라?
",3
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F004.wav,"o/ N/ 자 이거 받어. 안 봐?
",0
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F005.wav,"잘 들어 나 폐에 종양이 생겼대.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F006.wav,"당신 나 없이도 꿋꿋하게 애들 키우며 살아야 해. n/
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F007.wav,"악성이래 이미 왼쪽에 70프로 정도 퍼져있구 정확한 건 가슴을 열어봐야 알겠지만 림프절과 늑막에 전이가 됐대.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F008.wav,"이미 늦었어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F009.wav,"글쎄.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F010.wav,"6개월.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F011.wav,"화낸다고 달라질 거 없잖아.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F012.wav,"아니 난 아냐 나 틀렸어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F013.wav,"여보 울 아빠 기억해? 사고로 돌아가신 울 아빠.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F014.wav,"사실 우리 아빠도 나랑 같은 병이었어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F015.wav,"미안해. 아빤 삼 년 동안 폐암으로 병원에 계시다 돌아가셨어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F016.wav,"아냐 어차피 안되는 일인데 b/ 어차피 살 수도 없는데 실낱 같은 목숨 붙잡아 두구 본인두 힘들고 주위 사람두 힘들고.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F017.wav,"하. 무슨 의미가 있겠어? 삼 년을 더 사셨다구 o/ 아빤 행복했을까?
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F018.wav,"나두 살구 싶어. o/ 나도 사람인데 근데 싸우기엔 너무 늦었고 지쳤어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F019.wav,"당신 우리 애들 잘 부탁해. 그리고 남은 시간 우리 행복하게 지내면 되잖아 나 행복하고 싶어. 그리고 행복하게 죽고 싶어. 예쁜 모습 좋은 모습만 남기고 싶어.
",5
./KEMDy19/wav/Session01/Sess01_script05/Sess01_script05_F020.wav,"마지막 부탁이 있어. 둘째 결혼 시키고 당신도 재혼해. 혹시나 애들 o/ 결혼 전에 재혼하면 애들도 상처받을 수 있으니까 애들 결혼만 시켜줘 그리고 좋은 여자 만나 알았지? o/
",5
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F001.wav,"뭐야. 시간이 벌써 이렇게 됐네 드라마 봐야지. 어? 오빠 불 꺼놓고 거실에서 뭐해?
",0
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F002.wav,"(로또 대박+참나) 백수가 가지가지 하네. 그거 방송 후에 검색하면 되지 무슨 본방사수를 하면서 봐? 아주 정성 오지구요 지리구요.
",6
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F003.wav,"친오빠 다 얼어 죽었네.
",0
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F004.wav,"제발 좀 어디 가서 친오빠라고 하지 마. 나한테 오빠는 BTS 오빠들뿐이니까.
",6
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F005.wav,"아 됐고. 나 드라마 봐야 해.
",3
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F006.wav,"아 모르겠고 드라마 할 시간이니까 리모콘이나 (주시지)
",3
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F007.wav,"헐 그냥 인터넷으로 나중에 (검색하라고)
",3
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F008.wav,"아 몰라 그게 당첨되겠냐. 어우 씨 진짜 어떤 여자가 너랑 너랑 결혼할지 진짜 불쌍하다 불쌍해.
",3
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F009.wav,"n/ 퍽이나 좋겠다.
",6
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F010.wav,"o/ N/ 아 설마.
",2
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F011.wav,"b/ 아 진짜? n/ 진짜? 오빠아아 어 진짜 어떡해 여섯개 다 맞는 거 아니야? 1등? o/ 1 등?
",2
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F012.wav,"뭐야? 여섯개 다 맞은 거야? 여섯개 다 맞은 거야? 어? 아니야? 아 쫌. 말 좀 해봐. o/
",2
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F013.wav,"(어쩌면 좋냐+아 진짜) 뭔데 빨리 빨리.
",3
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F014.wav,"o/ N/ s/ 오빠 어 어떡해 어떡해.
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F015.wav,"o/ N/ 얼마든지 꼬집어 줄게.
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F016.wav,"o/ N/ 제대로 꼬부 꼬집어야지 꿈인지 아닌지 알 수 있지.
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F017.wav,"o/ N/ 아 사랑하는 오빠. 나 잊으면 안 돼. 나 잊으면 안 돼. 어? 어? 나 마침 구두를 새로 사야 되는데.
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F018.wav,"o/ N/ 아 알았어. 걱정하지 마. 내가 좀 입이 무겁잖아 그러니까 신상 구두 (좀)
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F019.wav,"o/ N/ 걱정 마. 나 오빠 동생이야. 친동생. 나 몰라? 나 못 믿어?
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F020.wav,"l/ 아 오빠아아앙 내가 오빠 잘 될 줄 알았다니까.
",0
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F021.wav,"o/ N/ 아 오빠앙 아 내 친구 은지랑 소개팅하고 싶다 그랬지? 내가 바로 주선해볼까?
",0
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F022.wav,"o/ N/ 지금 지금 전화 걸게 내 친구들 얼 많아.
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F023.wav,"정말? 정말? 아 진짜지? 진짜지? o/ 아 오빠 오빠 진짜 짱이야 최고야. o/ 나한텐 우리 역시 우리 오빠야. 나 천만 원 o/ 아니 1억만. 딱 1억만 주라. o/
",1
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F024.wav,"1억.
",0
./KEMDy19/wav/Session01/Sess01_script06/Sess01_script06_F025.wav,"어 오빠 어 나 생각만 해도 너무 좋아.
",1
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F001.wav,"한번 드셔보세요. 맛있을 거에요.
",0
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F002.wav,"된장베이스로 남녀노소 좋아할 거 같구요. 뭐 파랑 향을 익혀서 좀 고급진 맛을 더했죠.
",0
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F003.wav,"아니, 한국 사람이면 된장 다 좋아하지 않아요?
",0
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F004.wav,"라면이잖아요. 라면 안 좋아하는 애들 봤어요?
",0
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F005.wav,"b/ 진짜 말을 말아야지. 일본은 미소에요. 미소와 된장은 엄연히 다릅니다. 그런 것도 몰라요? 어디서 u/.
",6
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F006.wav,"어디서 뭐 잡지식이나 주워들어왔는지 모르겠는데, 저기요. 저 여기 스파주방장입니다.
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F007.wav,"b/ 아 어디 가셨는지 모르겠지만 외국에도 라면이 있었나요?
",6
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F008.wav,"외국에서 그렇게 잘나가시는 분이 왜 들어오셨을까? 왜 한국으로 기어들어오셨을까? o/ 저기요. 여기는 내 주방입니다. 당신이 그렇게 말할 건 아니라고 보는데.
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F009.wav,"지금 당신이 말하는 바로는.
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F010.wav,"(아닙니까?+굉장히) 지금 위험한 발언을 하시는데, 그럼 지금 이사람들 바보로 지금 취급하시는 겁니까?
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F011.wav,"그래요. 손님들 말 잘하셨네요. 손님들이 바보도 아니고, 이렇게 비싼 돈 내고 먹으러 왔겠습니까?
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F012.wav,"(그러면 + u/ 찔리시죠?) 그러면 직접 한번 드셔보시죠.
",0
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F013.wav,"원래 요리사가 요리사 음식 평가할 때 그렇게 함부로 말하는 거 아닌거 알지 않아요?
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F014.wav,"아니 당신은 좋을 싫을지 몰라도 저 사람들은 다 좋다고 하잖아. 근데 왜 니가. b/
",3
./KEMDy19/wav/Session01/Sess01_impro01/Sess01_impro01_F015.wav,"싫으면 당신이 나가. 그럼 되겠네.
",3
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F001.wav,"왜 아들 무슨 일 있었어?
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F002.wav,"왜 또 무슨 일인데.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F003.wav,"알지.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F004.wav,"아들 o/ 일단 좀 진정하고.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F005.wav,"(맞아요 예+어) 그래 김 부장도 그 위치가 있으니까.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F006.wav,"아들 말이 다 맞지.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F007.wav,"(미치겠네 진짜+근데) 벌써 세 번째잖아 너도 나이가 있는데.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F008.wav,"아니 그 난 그 말이 (아니라)
",2
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F009.wav,"난 아들 편이지.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F010.wav,"아들 밥 먹을까?
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F011.wav,"n/ 아들 알지 그래 네 여자친구도 참 잘했었는데 그치?
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F012.wav,"그럴 리가 있겠어? 지은이 얼마나 예뻐. b/
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F013.wav,"미안하다 엄마가 못나서.
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F014.wav,"아들아 우리 일단 밥 먹고 얘기하까? (어)
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F015.wav,"무시한다니 내가 왜 우리 아들을 무시해 어?
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F016.wav,"왜.
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F017.wav,"사람이 힘들 때가 원래 힘든 일은 같이 우는 거야.
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F018.wav,"왜 없다고 생각해 엄마 서운하게 응? 엄마도 알아. 우리 아들 많이 힘들었구나?
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F019.wav,"그래. 아버지 없이 이렇게 잘 컸는데 엄마가 너무했다 그치
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F020.wav,"아니야 엄마가 잘못했지 우리 아들은 이렇게 잘 커줬는데. 우리 아들 좋아하는 김치찌개 끓여줄까?
",5
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F021.wav,"참치 넣고 끓여줄게.
",0
./KEMDy19/wav/Session01/Sess01_impro02/Sess01_impro02_F022.wav,"역시 돼지고기지 그치?
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F001.wav,"들어와요.
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F002.wav,"윤찬 씨.
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F003.wav,"지금 이 거래내역이 어떻게 되는 거죠? 왜 여기서 마이너스가 나는 거지
",3
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F004.wav,"일단 징계를 피할 순 없을 거 같네요.
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F005.wav,"징계위원회가 열린다고 하니깐 준비하고 있어요. 뭐 가볍게는 감봉 조치 될 거고.
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F006.wav,"그러게 왜 일을 이런 식으로 했어요.
",3
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F007.wav,"나도 최선을 다해서 막아보려고는 해보겠는데 힘들 것 같네요.
",0
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F008.wav,"무슨 말이에요 내가 막을 수 있었는데 안 막았다는 얘기에요?
",3
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F009.wav,"u/ 지금 윤찬 씨가 한 게 실무적인 일들이에요.
",3
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F010.wav,"거의 다 했단 말이죠 근데 이제 와서 이렇게 발을 떼버리면 나보고 어떻게 하라는 거예요?
",3
./KEMDy19/wav/Session01/Sess01_impro03/Sess01_impro03_F011.wav,"미안해요 윤찬 씨. 근데 진짜 어쩔 수 없었던 일이에요.
",0
